First,Second,Count
WILL,LOSE,858248
BOIL,DOWN,82414
TRAP,THAT,61751
FULL,LEAN,594
IRON,TYPE,4707
METT,HERE,83
FOUR,LAMP,657
KNEW,ALSO,88711
MUCH,POOP,127
SALE,FISH,149
THAT,BEDS,9344
RATA,WITH,6303
MUCH,FOAM,1758
TUDO,PODE,82
COLE,WILL,2152
BEST,SEAT,16854
SHOW,LAND,2262
YOUR,RICH,20231
BEDS,KEPT,532
BOOM,BENT,207
BEST,GAME,23412
ONTO,YOUR,152084
BEAR,YOUR,57476
GUYS,PLAN,330
WALD,FELT,121
MAIN,WITH,40972
LIKE,FROM,108174
BEEN,FROM,467194
SPIN,FLAX,2074
THEY,WARN,35080
JACK,BEAN,8942
JOHN,BORE,2766
PINK,LOGO,51
GAIN,LESS,13237
RUIN,AREA,425
HOPE,FROM,127248
TURN,PUTS,3860
RISK,WERE,22381
EWES,LAMB,594
TURN,THAT,213096
WITH,LICL,2097
TAXA,HAVE,12016
MUST,BOIL,4870
OVER,HYPE,108
GROW,HERE,36749
SEND,NUDE,42
DAMN,FINE,16359
PSBR,MUST,66
LEET,WITH,473
TIME,GOES,366683
EVER,GAVE,111186
MUDS,HAVE,2421
AREA,FINE,655
BECK,HOME,203
COST,MILL,257
ONLY,HERE,297489
DARK,HOUR,42291
YARD,FROM,49234
YOUR,PEWS,814
CHIN,IKEI,502
ROOT,DONE,57
COLD,PALM,838
NEXT,GONG,89
BOYS,BOTH,6102
WITH,NEXT,44739
PRIX,TEST,86
RUTH,THAT,10493
LOVE,MATT,480
SAID,FITZ,5714
BREW,GAVE,78
CAIN,CAME,1257
HIIS,QUOS,100
AFGE,HAVE,54
RISE,UPON,40767
LIKE,BART,2296
DULY,TOOK,11558
LIFT,ERIC,57
ELSE,MUST,92026
MORE,THAT,886230
ROTH,ENDS,87
MUSA,ALSO,719
LAMB,BEEF,392
ANNA,FROM,7622
WITH,FHEM,164
THIS,FIVE,85612
THAT,ALVA,6329
PUMP,HARD,876
VARY,VERY,53936
AGED,MATE,127
TEST,WITH,373690
THAT,TIME,22798808
RAGE,LIKE,9088
WITH,SAND,419123
WILL,FIND,7829765
POOR,ERIC,1316
LOSE,HEAT,25742
MAIN,POET,214
LONG,PIER,11704
MUSA,NANA,214
BOTH,WARM,17768
FOOT,VENT,188
HURT,KIDS,953
SOFT,KISS,15735
BOTH,ALEX,2589
TYPE,AREA,33349
HARD,ROAD,62629
TINY,BODY,24704
RAPE,USED,641
THAT,JOIN,54297
SHED,ONLY,4866
IDLE,WERE,2589
GIRL,WALK,3352
HERO,MYTH,5998
SOME,REAL,490205
LOVE,HOLY,943
HELD,PEER,191
THUG,JUST,108
DONE,WORK,37301
HARD,FACT,66203
TEAM,STAR,433
ONLY,THEY,543422
MORE,NEER,194
LATE,HAJJ,96
NERE,HAND,169
NAME,HAND,544
ABER,DENN,61
CLUB,LEGS,92
ARNO,WENT,132
VERY,POOR,1432273
FIVE,MILE,49069
VOID,ECHO,76
DULL,HOUR,2460
ONCE,OWED,2289
DOTS,ALSO,1176
SAME,MASS,95124
LEFT,UTAH,2108
BEEN,PINK,2058
HEAT,SPOT,522
LOSE,MUCH,145239
HOME,MEAL,3107
WANT,THAT,505325
UERY,MUCH,213
OVER,MILL,3117
WHEN,SUCH,1860428
LESS,THAN,41029744
FROM,SKAN,86
DAYS,ARMS,87
THAT,DOES,5511239
THIS,ALSO,1791190
THAT,TSST,165
SAME,LOVE,77233
WITH,OBVI,120
BARE,BODY,11015
HARM,THAN,343387
PAIN,MUST,31600
RISK,THOU,96
CENT,TONS,692
POND,SUCH,245
MERE,QUID,110
DRAW,COIN,157
BEAR,MOST,26550
MAXI,PADS,818
KEPT,BUSY,181448
HOLE,SITS,257
AWAY,MOAN,380
YEAR,GREY,425
UGLY,SUCH,138
JOSE,WENT,2511
SITE,AREA,40879
THEY,KNOW,4151226
SOON,FLAG,567
SEER,SAYS,1119
FROM,AVIS,3093
ONLY,UTAH,991
BONE,WALL,1535
LOOK,JOHN,1240
SELL,WELL,49135
DADS,WILL,1052
JOHN,KING,76016
ROAD,COLD,196
SUCH,COST,57340
HOSE,USED,2537
FIVE,JOBS,11057
DATE,RING,312
ALLY,THEY,2910
YEAR,AGOL,42
HAUD,MORA,216
PLUS,POUR,7466
FORM,FAKE,234
HUNC,UNUM,477
SOLD,COAL,2134
YORK,CITV,9603
LATE,DOES,2622
EVAN,HALL,344
VIEW,THIS,373420
LIFE,FREE,43154
JOHN,GAIN,202
HAIR,CLUB,1380
IGNS,THAT,49
VIEW,BALL,61
TORY,BACK,2548
UNIT,WAGE,7366
BODY,FOOD,1686
TILE,MUST,2439
KIND,GIVE,3467
OMIT,THIS,56927
HUES,LIKE,2162
EACH,CLIP,9729
DIGS,LONG,230
FIVE,FOOT,97706
THEY,HAVE,55390820
SEEM,ARCH,115
FROM,MANY,2343886
SAID,NALA,253
YORK,GUYS,500
HOST,JUST,1394
IKKE,GITT,149
TEND,THEM,19901
GOOD,TURN,115813
BUTT,AWAY,1655
THAT,MUCH,3670940
MANY,WOOD,9678
WITH,SLIP,27986
ROCK,BITS,2830
UPON,THIS,5303823
URDU,TILL,43
MISS,LUCY,75147
FROM,AFRI,92
MADE,HOLY,40203
WERE,FAST,180737
TERM,AQUA,155
COST,FIND,505
REAL,NAME,593467
AXES,ALSO,2619
WILD,LITE,132
GIFT,WITH,57482
IMMO,QUAE,63
THEN,BILL,20603
WANT,DONE,43504
NINE,OVER,2632
KAVA,KAVA,8825
FROM,ATOP,38044
WITH,BOSC,190
STOP,FIVE,1847
WHEN,EGON,512
TOSH,FROM,89
TABS,FROM,3962
GIVE,MUST,4551
NICE,DOIN,129
CUBS,FELL,212
HUTS,ATOP,95
DUST,FEED,618
THAT,SEAN,20056
NEXT,HALF,169563
FEEL,COLD,56046
CHIN,CHEN,772
POLE,AXES,681
NAME,KEPT,5980
UGLY,LEAP,53
NOON,MEAN,84
REGI,MENT,1519
LOOK,YOUR,31727
ALSO,BEEN,7897940
LIKE,JADE,5204
DAWN,DRUG,52
LAMP,FROM,36945
THIN,DECK,581
SAGA,WERE,1805
RYTI,THAT,79
ULNA,BOTH,77
FEBS,LETT,159037
PUTS,DOWN,91188
HIGH,SOUL,4494
FACT,BORN,4488
LIPS,WERE,427749
TOED,DOWN,839
ALSO,RIPE,2857
MALE,VISA,60
KING,HAVE,30153
CUNT,FROM,609
OPEN,UNTO,21165
FLAN,RING,1835
WORE,WHAT,15148
SAYS,MIRO,71
AREA,CUTS,603
NOCH,IHRE,898
DRAG,GOOD,74
LAWS,SOON,2042
GOOD,COON,767
FROM,TRIE,8692
FOLD,FACT,450
EACH,MEAL,160801
QUIT,DRUG,164
TOLD,FOOD,93
ARTE,POET,1034
HERE,WHEN,346629
GOOD,PETS,6907
SOME,GOOD,1597877
ATRI,WITH,99
FOUR,SPOT,1524
POEM,WERE,21355
POET,ALSO,19360
ONLY,HANG,8195
WHAT,WARM,3480
ESKI,KALE,123
KIND,FROM,262459
EVEN,GABY,51
SCAN,JUST,862
FROM,VICH,536
FRED,ZINN,91
DEAD,BAIT,3447
WELL,EACH,29894
BACK,TIRE,4225
LAKE,FACE,165
WALL,THEY,23395
VIVO,WITH,22015
WHEN,JOAN,26388
WERE,SUCB,56
HIGH,WAYS,7945
SIDE,WERE,328609
DEAR,DOVE,712
COAS,THAT,178
HEAT,THIS,16369
MOST,FIND,10663
WHEN,TETA,192
GOAL,GREW,302
FUND,DATA,3528
BEER,LOGO,331
CAMP,TOOL,82
HALL,PAST,5504
FROM,SIEN,132
OUST,BOSE,46
ELLA,TOLD,1908
THEM,SOME,726636
NEAR,FOOT,2579
ONLY,COLT,228
SOME,RICH,115253
MALE,SEMI,405
RATE,THAT,551528
QUIT,THIS,85666
CITY,SPED,588
LAST,VINE,341
LEAD,FROM,286787
TOLD,MAYA,718
LAST,GAME,57899
BABY,HAIR,3763
ABBE,WILL,804
RARE,ZINC,63
MAWR,WITH,462
DOCK,SOME,604
LOOK,INTO,1729901
FACT,MELT,109
DIAL,HILL,92
WORD,SUCH,44051
THEN,KOCH,393
THAT,GRID,11570
BULL,HALL,364
THIN,TRUE,104
MEME,DIEU,243
IPSE,SIBI,3644
LANG,FILM,796
ODIN,WITH,1304
ONES,FLED,696
THIS,CITY,2018702
VERY,RARE,1271245
THAT,ROMP,516
ANNA,KEAY,85
VERY,SURE,260150
SHOE,YOUR,1520
MINE,WITH,96383
LUTE,USED,319
GORA,NEAR,373
MEAL,TEST,774
WERE,IRON,25068
KONG,ISLE,105
MUST,KNOW,2059682
THAT,APEX,3479
GAPS,WITH,32579
ARMS,WERO,87
SUVS,ALSO,90
LENS,WERE,9077
REES,KNEW,186
OVER,ICED,993
WHOM,JANE,4756
THEY,SENT,923650
JEWS,BOTH,5862
SOON,RISK,372
IRON,MANU,186
LEFT,AMIN,60
TEAM,LOTS,76
BLOW,OPEN,6204
THAT,AMPS,243
CODE,TYPE,10635
WHEN,STIE,497
FORM,RARE,993
THAN,MARS,8134
SAND,FINE,5768
WITH,MIER,149
SONS,THEN,4653
LIKE,THAT,13819368
SURE,SAVE,917
COLD,GRAY,31291
DOLL,SEES,375
CAGE,FISH,860
SAAB,HAVE,164
OHIO,PARK,125
BOOK,AWAY,25826
DATE,SOME,17689
GEAR,DRAG,400
LAID,UPON,839327
THAT,MUST,4813866
WEST,ARMS,3137
WIRD,AUCH,19863
ALSO,NURI,82
THIS,THEY,1518389
CAPS,JUST,619
PAGE,VIEW,34429
DEAR,TAKE,344
DEAD,THAN,130794
RANK,FAST,115
HELP,WITH,1594900
HOUS,WITH,513
FIND,BURN,66
JUST,MIME,95
RAJA,DEWA,395
WEAK,LAMB,579
SHOT,AWAY,100601
SOME,SELF,122634
DAYS,KING,1810
GRAY,CRAG,715
WORK,BACK,65100
WIRD,SICH,13788
LOOP,DROP,308
CLAY,LOAM,112271
NEAR,ECHO,1274
OVID,TOLD,638
RANK,MEAN,3552
SCAN,WHEN,2985
CALL,UPON,1226719
SAID,KEES,248
KNOT,BOOK,438
NELL,WENT,2018
FROM,BUZZ,1314
EVIL,OWES,205
OVAL,BONE,517
POET,WENT,6585
CAVE,UPON,1459
EACH,ROOM,264804
THEY,HELP,610028
MERK,LAND,2685
OVER,THEY,76499
CHIP,TOOL,1213
FORD,ENDS,144
THAT,KEEP,331885
THAN,SANT,198
TSAI,CHIN,644
DULL,ECHO,2076
DEAD,KNOW,8894
VERY,LIKE,692066
LIZA,GREW,146
PUMP,FEED,1526
UPON,COIN,1470
WITH,MINH,827
GAAS,MQWS,171
VITA,BERN,126
CHAI,WARE,91
RARE,TEXT,866
EARN,ONLY,27132
FORT,TOOK,2074
RUSH,FELL,167
NEAR,DIED,2826
FUCK,THAN,491
HOLY,CODE,397
THAT,IBME,89
INTO,DEMI,1146
COMO,TRES,842
SEED,CAKE,16261
THAT,FACT,1122078
SOON,MEET,28400
THAT,BELL,67280
ROOF,PLAY,243
YEAR,MORE,143741
HSAS,HAVE,477
NEED,EARN,378
VERY,MANY,1192896
EVEN,TILL,46079
TURN,RICH,747
OVEN,HERE,597
BACK,JOHN,3343
LOST,GOAL,292
THAT,EGON,1038
JAIR,SAYS,49
SONG,INTO,23618
BEEN,BYRD,128
RUBY,LIPS,11363
SAND,SAND,11011
HAVE,FROM,530823
WERE,MANY,3051757
SEEN,RUBY,760
MANY,SUCH,1105477
THAN,DAUN,106
ERIN,CAME,1226
ACLU,INTO,152
BOSH,THEY,55
DONE,SIGN,421
BORO,RICE,3800
AGED,LADY,29129
SAAR,SAID,106
JUNE,LYTH,239
TNCS,WERE,2536
PLOY,VERY,82
PUPS,GAIN,146
WITH,MOSE,1410
VOTE,WILL,57390
LOOP,ONLY,4302
THAT,HATH,657351
HAVE,SAME,29568
HANH,TOLD,82
WELL,FOLK,230
BOAT,BORE,1412
JUST,NEXT,26132
HALF,YOUR,68655
DOWN,BOTH,84240
VIEW,VICO,50
THAN,IWAS,81
BANK,WILL,228070
REAL,WHEN,27277
SAIL,CARE,53
FLOW,AKIN,69
JUNG,SAYS,12316
MOCK,THEM,13409
WELL,SOON,19008
THAT,EVEN,8434041
NICK,SAID,92743
LOVE,WITH,4230372
LAKE,LIES,17057
FROM,APOC,325
ERIC,THEN,1370
BOSS,TONY,553
COLD,THAT,174053
WALL,BARS,3489
REAL,SALT,2574
HOGE,ALSO,147
ALSO,EARN,18514
SUCH,LOCK,1905
FIND,KERR,64
MEET,HAVE,4223
PAIN,WENT,12058
DOTH,LIVE,8975
FOME,LATE,301
WHOM,JENS,57
AZOV,FROM,829
AMPS,WITH,2501
LAST,YEAR,5240944
ONLY,WORD,87825
HALF,SIGH,4531
TWIN,WHAT,81
INTO,SUCH,1230455
COPY,TFTP,1812
WIDE,WAKE,1112
MEAN,FLUX,5918
MUST,GROW,155402
MINE,LAWS,717
TAAL,WITH,111
INTO,GABE,870
HAIR,HALF,5138
ALSO,HAVE,6497300
OATS,SOWN,2403
LOST,WITH,149078
JAZZ,FULL,90
ZERO,HOUR,55742
FIFE,MUST,444
WAGG,SAID,333
CALL,FOXY,136
EACH,POOP,68
SOME,WEAR,24239
THAT,EVET,71
PEET,WENT,77
ACRE,WERE,17730
YORK,SENT,8587
SOUP,SOME,394
THAN,LIES,7449
QUAE,SUIS,306
LIKE,CROW,1980
ALSO,EVIL,9120
OECD,SEEM,52
FROM,KIOF,57
THAT,JILL,19897
RARE,BOOK,133997
SELF,VIEW,2735
SEEN,KONG,486
WICK,OVER,530
BASE,BIDS,177
IRAQ,USED,3022
AGED,DATA,417
BANK,NEAR,27134
SHAN,KUAN,70
LECT,THAT,624
GREG,EGAN,1099
KENT,WEST,357
HAVE,DONE,12354888
REIS,THEN,84
LIKE,PIGS,35195
YEAB,BOOK,266
GAME,CODE,7834
HEAD,BEER,224
TOOK,AWAY,542402
BORN,JUST,28860
THEY,NUMB,883
FUZZ,WHEN,236
UNIT,HAVE,26655
MAKE,LOAF,173
WEAR,SEAT,8472
UPON,FACE,3436
CASI,DIEZ,142
LAST,PATH,2666
ZING,OVER,93
THAT,SETS,376314
WORD,PASS,3924
LARD,GOES,56
TURF,WARS,18074
FROM,CELL,167672
TIME,MUST,406647
INTO,YORK,8356
THAN,BAER,161
TOES,RISE,73
WEAR,ONCE,1773
TERM,TASK,8698
LEAN,BEEF,30643
THEN,TOPS,639
THIS,KINK,2418
EVER,HERS,613
BOTH,LEFT,104962
GOOD,CLIP,11907
THAT,EQNS,1800
ALSO,BABA,630
WERE,ABLE,5760638
GWIN,FELT,106
LIFE,SPAN,800236
IMAC,DOES,251
KAYE,DIED,181
THAN,LATE,30875
LOST,LEGS,1544
WHOM,JOBS,1293
CALL,SNOW,997
PAUL,WITH,50032
GOTT,GAVE,70
MALE,PAIN,544
BASE,LOAD,24008
OLDS,USED,2275
JUST,EXAM,76
JANE,CASE,416
EVEN,YANK,77
ALAN,TAIT,637
ALSO,BOAT,1995
CABS,MUST,279
THIN,LOVE,307
EVEN,THIS,2109712
BOND,TOOK,3362
WACE,GAVE,88
THEM,MOAN,1078
WITH,ARKY,83
OLMS,TEAD,77
TONY,MACK,194
REAR,SEAT,84157
WERE,TRUE,866755
MISS,SHAW,15984
WHAT,DENY,499
TRUE,DICE,432
LENT,FOOD,154
MAIN,WALL,32168
BOTH,AUNT,3369
GAVE,LESS,31136
OPEN,PITS,20556
GOLD,TAKE,850
BLOW,THAT,161806
SNOW,HIGH,2510
BABY,SWAP,410
APEX,DATA,293
BEEN,TOLD,2304318
ARAB,FOOD,1629
TILL,DUSK,25835
THIS,HUNA,57
STEP,TYPE,3868
SOIL,WEST,657
CHOP,WOOD,29224
DEAD,DAME,62
POWS,FROM,6117
AWAY,HEAT,5771
BEEN,FOUR,127411
DICK,CAME,10180
BEEN,VERY,4148518
PSOE,CAME,208
SNOW,FOUR,1342
ENDS,WITH,1486425
SOLE,WISE,125
WITH,MANY,6477122
NETS,WHEN,3636
LAST,COME,73100
SKIN,HATS,1097
BLUE,NAME,736
HELP,ONLY,38937
DISK,ONLY,4951
THAT,ROBS,19451
HEAD,LOGS,533
GAIT,MADE,1191
EVER,NEWS,330
NECK,OPEN,2278
SAKA,ERAS,183
FIGS,WERE,8802
FILM,LIST,2426
MEAL,INTO,15417
TOOK,TONY,2174
CASE,ABLY,433
TEEN,MAGS,219
WERE,DONE,1049500
THEY,WISH,1191166
MORE,WIDE,75590
CMOS,GATE,7136
ADAM,WEIR,542
THAT,SEEP,3049
THAT,ARCS,3134
DONG,YANG,747
WILL,STAR,3310
IRON,DUKE,35690
JACK,HEAP,47
HUME,SHOT,55
FIVE,OAKS,5408
TICK,WHEN,1695
ELLI,AVEA,129
DOSE,WITH,28425
MORE,EASY,372530
OVER,FISH,17049
THEY,FEAR,371796
ONLY,GAME,47901
BEAT,DALE,100
LIVY,TAKE,124
WERE,YUMA,72
KEEP,PARK,180
CEOS,SUCH,461
VERY,SKIN,9252
HORN,POND,960
SENI,RUPA,3728
WHAT,WEYL,369
ALSO,WILL,548868
TINY,BRAT,47
USED,RAIL,1065
MASS,LOSS,114604
PARA,USOS,474
CITY,FELL,45150
DATA,MUST,234468
CAKE,SOME,372
HAVE,VERY,1763935
HOPE,THIS,340303
CLAN,FELL,518
VIEW,ORAL,525
DUMB,ONES,3854
SPOT,NEAR,82024
THAT,SROS,251
FILM,COST,4370
SENT,FROM,1233136
POOR,LENT,88
IEPS,WITH,142
MANY,MORE,3888880
CHEW,THAT,2769
WILL,HURT,135031
BOTH,EASY,29774
DALI,WILL,264
LOUD,THIS,2609
IDEA,WILL,90125
MIKE,NEXT,401
BEEN,MILD,17651
SORT,SOLD,678
LAST,RATE,3252
KING,BORE,4630
FROM,LAKE,348107
TIME,BASE,78492
THEY,SHOW,1438147
STEP,MUST,64014
POND,BOTH,241
BOOK,READ,26121
ONES,TURN,2744
TRAM,NEAR,229
STOP,HERE,288203
ROPE,WITH,81759
QUIS,INDE,150
GOOD,VERY,23513
THIS,SPOT,608500
SAID,WORK,50158
BODY,UPON,58656
LEON,CAME,3621
HAVE,BUEN,354
SOME,KIND,5034033
BRAT,INTO,664
BILL,LINE,549
EVEN,SUCH,550358
WEPT,SAVE,69
CASK,GETS,40
KOON,SAID,285
BODY,NOSE,690
MEET,JEAN,1790
WILL,LEAM,9623
GOOD,ROLE,31444
ROCK,PIER,436
SAME,LEAF,15643
LONG,FILL,1009
BOTH,ROOM,7076
SMUG,WHEN,1638
PIKE,FELT,453
IHIS,TYPE,282
EUER,DONE,61
HAVE,TIED,52240
ROWS,MUST,5779
MUIR,THEN,446
FILE,READ,11640
LEAF,ROOT,961
SOLO,HARP,1130
MILK,HERD,729
MENU,STEP,1667
YEAR,PORT,828
THEY,WILT,7212
COOK,SAID,23209
MUST,IDLE,398
BONE,TURN,322
MADE,BRYN,62
PITS,MUST,2726
TYPE,USED,144911
DAMP,FLAT,582
POOR,KARL,1457
THAN,HINT,9906
UPON,DECK,59204
BODY,WHOM,3994
FROM,GERD,1099
SNOW,KEPT,5376
MENU,HELP,1946
POTS,HAVE,12488
MICE,WITH,156884
SAVE,YOUR,578257
FROM,ACNE,6671
FINE,SLIM,295
ABBE,RENE,599
ONLY,KARL,1674
GOGO,SAYS,114
PAST,GONE,2544
LIKE,COZY,406
SITE,HOME,3918
HERS,SENT,1167
HAVE,GONE,5373040
USES,HEAP,69
THEY,OPEN,219615
SAID,MERE,1336
RUTH,MOHL,522
MISS,BYRD,1428
TIME,CAME,822532
RISK,PAIN,660
FREE,FEMS,886
HERR,BAUM,285
THEN,KEMP,253
REST,WILL,148426
WIND,LIKE,43518
RENT,WALL,150
BULK,FALL,123
DEER,CLAN,2887
BLUE,CLUB,1409
ABLE,LAST,556
ALSO,LOST,225628
MAKE,THEM,6100622
EVER,LEAD,18952
LEFT,WHIG,140
REDD,TOLD,101
IRON,CASE,10268
LOOK,HERE,591271
PACT,EACH,172
ALSO,MUTE,1498
SOME,CLAY,29788
AGRA,UPON,60
ACTH,TEST,2817
ALSO,RUDD,185
GREW,THIN,17819
MOST,FREE,86185
WITH,USMC,191
NEXT,TREE,15675
AXES,WERE,43690
MORE,DAYS,420060
KNEE,WALL,2388
ROCK,AREA,8339
THAT,LUND,1479
MANY,USES,162202
PLUS,NUTS,190
HERB,WITH,28187
MANY,SODA,611
MUST,DRAW,177032
FAIR,RATE,43707
MUSE,MUST,2391
THUS,CASE,2057
GREG,SHUT,90
SAME,BELL,5177
CPAP,WHEN,132
ALAN,KNEW,3240
IOWA,CITY,271471
FLED,FROM,780033
HUGH,WARD,1699
GROW,COLD,53646
FEES,FROM,109748
ITEM,ROWS,152
PHDS,THAN,218
DOES,FIND,53455
DAYS,LIKE,69897
LAKE,ERIE,583665
BACK,UPON,1154745
DOWN,EAST,58433
SAYS,LADY,12408
WEAK,PEAK,2668
VERV,SAFE,41
COOK,GONE,274
MAIS,DOCE,62
SAIL,MUST,2872
FINE,CLAY,36636
YOUR,DEBT,89346
SEEN,LONG,17605
THAT,TEST,228264
STUB,LINK,123
WILL,SEEP,8487
KNOX,USES,237
AXIS,RAYS,1005
HALT,NEAR,7700
ACID,THIS,11208
OVER,MORE,322624
LANE,PAST,2968
JUAN,KNEW,2505
GOUT,DOES,1225
SONG,PAGE,596
OVER,SHAY,113
EYES,WARN,173
EVEN,MAKE,295577
SOME,JUST,75263
HANG,BABY,64
PART,CELL,270
THIS,TEST,1582981
HUGE,KISS,827
PLUS,CORN,771
WHAT,PLAN,33705
RING,NETS,1099
HEAD,SHOT,35173
WITH,CORE,47246
WITH,SIBI,144
DENY,THEN,1251
LIFE,ANEW,43176
PAID,DUES,10043
ARCH,VIEW,489
STOP,CARS,2694
BOTH,HERE,211289
ARMS,HAVE,61661
WHEN,ARCH,1853
YOUR,METE,178
YEAR,THAT,944263
CARS,BLEW,411
HEAP,UPON,29030
SOIL,PASS,348
FERN,GLEN,2736
LOGS,LIKE,2436
ENDS,VERY,5355
ELSE,AWAY,7574
KEEP,WITH,60171
THAT,HYMN,21164
TRUE,RITE,545
EGGS,WILL,45949
FIST,DOWN,33727
JOIN,LIKE,1867
GREW,RICH,58358
SOME,TORS,73
SLOW,TILT,462
PISH,TUSH,323
MOOD,VERY,2221
FORT,WARD,2281
MEET,ONCE,73377
LAYS,THIS,5761
DEAR,EVIE,395
WITH,XXXV,213
WITH,RUPA,801
SLIP,PART,249
BIRD,HOST,543
WHAT,HAIL,441
KNOW,KIDS,4258
THEE,OVER,9700
FROM,JOVE,9868
PART,DARK,3542
FIND,LEGS,223
WHOM,MATH,98
THEN,HELD,334134
SAVE,TIME,401192
RICE,MEAL,5285
CORD,WILL,21911
JEFF,LIKE,437
LATH,WITH,2222
DOWN,THEN,46640
HOMO,ACTU,85
EBBE,MODO,218
BODY,OPTS,55
TEST,LOOK,1051
SOBS,WERE,14276
CALL,BEDS,121
NOUN,WITH,25871
FROM,THUT,204
SURE,LUCK,160
TIES,WITH,1115165
WITH,EASE,835357
WHEN,RENE,5260
THIN,IRON,19222
HAND,WENT,112312
LIMP,DOTH,214
THAT,OPEN,290625
MORE,WILL,531307
RICH,THAT,70102
DROP,LEAD,245
OPEN,MIND,302618
TOOK,OVER,2626993
STAR,TURN,10320
HUGE,PAIL,290
SAID,JOSE,8609
MISS,EAST,1069
EVIL,ROCK,153
CAMP,MACK,333
ARTS,DATA,606
WELL,THET,82
LANG,WITH,2609
SAME,CITV,119
FACE,WHEN,379740
BOAT,RODE,2779
WORK,DONE,2292495
ROTC,CAMP,190
TRIM,SIDE,470
TILL,EASE,167
MORE,THIN,15979
LEAD,BACK,62133
HARD,WORK,2503764
THOU,LIES,504
OWES,MUCH,234927
GIVE,THIS,749863
PITY,BOTH,1619
SHIM,FROM,544
LESS,LAID,1585
FEET,SEES,89
BEET,THAN,516
MADE,UPON,1200916
ROOM,WALL,39367
SONG,ENDS,14167
LLTH,RIBS,88
WITH,NEMI,134
MATH,EACH,260
HILL,ROSE,9405
EVEN,FATE,2411
SAME,NINE,7697
GOLD,BOYS,85
TYPE,JUST,23241
KIND,GOLD,163
GODS,WHEN,14962
HAND,FILM,432
ROME,WALK,52
CITY,PREP,60
MOVE,UPON,42358
SAKE,NAME,90
PICK,TEAM,156
AISC,CODE,941
WEEK,HOLD,269
WARY,FEET,306
THAT,AKAN,806
FROM,DALJ,77
CEOS,WILL,2133
BURY,TIME,91
HOPE,THEY,459740
HARM,BOYS,80
KNOW,LESS,65213
COST,COST,51155
ARMY,PICK,182
FREE,BOTH,15349
HALL,LAMP,3576
ROOT,GROW,1158
BOAT,JOIN,70
SUCH,ARMS,27619
MORE,SELF,430138
MALE,SURE,51
IIIN,IIIM,190
SEEN,GAIL,226
SURF,RACE,253
PIED,SHAG,555
PURE,GIRL,3757
YETT,METT,42
JOSE,TOUS,164
THEN,NACL,122
CHOU,HSIN,2591
TIME,BINS,2540
ANNA,PAYS,118
THAT,WADE,13021
GIFT,SHOP,200258
HYPO,FULL,70
DONE,THAN,93974
FROM,PAND,81
ACTS,GAVE,5393
TYPE,WILL,144873
MORE,CETA,67
FIVE,FEAR,575
NOVA,ACTA,16988
ROOT,WHEN,11382
ARTY,FILM,220
JOSE,LEVY,230
WITH,COPI,207
ONLY,TELL,173157
POET,LAID,875
THAT,RUDE,31732
DREW,FAST,439
VAST,EARS,228
NORM,FROM,12027
MUIR,WILL,647
LONE,SOCK,133
AGED,WOOD,2824
RUNS,HIGH,28875
LAND,RENT,85307
FROM,HERB,5749
RING,ATOM,890
SOME,NOUN,6337
SEND,FIRE,6705
ONLY,TYPE,122424
GREY,BODY,8122
PREY,FISH,5067
FROM,NISC,83
TOBE,ABLE,642
INTO,LIFE,587214
THAT,TULE,492
THEN,TOOK,1013046
WITH,WIND,131275
POOR,TATE,175
SHOT,LONG,3007
FLOW,FLAT,156
TYPE,GAAS,13568
FROM,IDAS,124
BEEN,ARMY,2584
NARA,WILL,279
BOLD,ICON,604
WIDE,SILK,2520
PARK,WILL,27911
MUST,FEEL,468499
TEST,KITS,25604
JACK,LEON,366
RATE,RENT,501
WITH,SLOW,260025
BOTH,BONE,12545
TALK,DIED,3007
WARM,MINE,255
FEEL,SURE,427296
FEEL,DONE,755
MALE,SAME,5319
REAR,HALF,17428
EVER,PUTS,3948
HARD,SIDE,6753
LOSE,FIVE,9555
CAMP,PORT,65
USED,TEAR,5421
SILK,NECK,1622
LIKE,MUNG,297
FEED,BACK,93108
TNIS,SAME,134
WORE,HATS,14972
POOR,JILL,762
SHOP,FARE,465
AREA,NEAR,190631
LIST,FORM,13720
PLAT,ONLY,136
TRUE,FROM,106288
MUST,SPIT,2266
BAND,INTO,27698
LEAN,DIET,923
WITH,MIPS,837
JEAN,SEES,605
GIRL,LOST,12506
ALSO,SEIT,230
WHEN,LEON,11201
RUSH,HOLT,1081
HILL,DRAG,88
NEAR,PISA,6121
BLUE,BOOK,259768
BONN,THEY,384
THAT,ALEX,50834
MUDS,NEAR,226
NEAR,WARM,1694
TERR,PHYS,607
FACT,CAME,22131
MOON,WERE,53349
LANE,WELL,782
GALL,PLAN,1324
VERY,ROOM,59340
DEUX,MOIS,10697
HAVE,WITH,858209
WANT,CAMP,118
VIEW,FREE,2349
CITE,HOLY,61
NODE,RING,751
FROM,POOR,291639
LIFE,FULL,54536
FOOT,WITH,227809
THEN,HEAD,124923
SAME,BEND,1588
GAON,DIED,109
GREG,HERE,332
WHEN,ALVA,2700
SLEW,TILL,280
FIRM,THAT,439867
CORE,LESS,428
MORS,THAN,3035
DENY,NEWS,88
JUST,COGS,785
ROME,SAID,3857
WHEN,PENS,515
ONCE,BIDS,487
TELL,JOCK,273
GANG,THAT,41855
AUNT,OLYA,982
WITH,PALI,2067
